date,open,high,low,close,adjusted close,volume
18/8/1967,556.070007,556.070007,556.070007,556.070007,556.070007,0
21/8/1967,553.219971,553.219971,553.219971,553.219971,553.219971,0
22/8/1967,550.26001,550.26001,550.26001,550.26001,550.26001,0
23/8/1967,549.619995,549.619995,549.619995,549.619995,549.619995,0
24/8/1967,546.659973,546.659973,546.659973,546.659973,546.659973,0
25/8/1967,544.440002,544.440002,544.440002,544.440002,544.440002,0
28/8/1967,544.119995,544.119995,544.119995,544.119995,544.119995,0
29/8/1967,545.599976,545.599976,545.599976,545.599976,545.599976,0
30/8/1967,546.97998,546.97998,546.97998,546.97998,546.97998,0
31/8/1967,550.570007,550.570007,550.570007,550.570007,550.570007,0
1/9/1967,551.419983,551.419983,551.419983,551.419983,551.419983,0
5/9/1967,554.27002,554.27002,554.27002,554.27002,554.27002,0
6/9/1967,555.22998,555.22998,555.22998,555.22998,555.22998,0
7/9/1967,555.02002,555.02002,555.02002,555.02002,555.02002,0
8/9/1967,555.02002,555.02002,555.02002,555.02002,555.02002,0
11/9/1967,555.969971,555.969971,555.969971,555.969971,555.969971,0
12/9/1967,558.719971,558.719971,558.719971,558.719971,558.719971,0
13/9/1967,564.210022,564.210022,564.210022,564.210022,564.210022,0
14/9/1967,565.059998,565.059998,565.059998,565.059998,565.059998,0
15/9/1967,565.47998,565.47998,565.47998,565.47998,565.47998,0
18/9/1967,566.859985,566.859985,566.859985,566.859985,566.859985,0
19/9/1967,564.320007,564.320007,564.320007,564.320007,564.320007,0
20/9/1967,564.530029,564.530029,564.530029,564.530029,564.530029,0
21/9/1967,567.700012,567.700012,567.700012,567.700012,567.700012,0
22/9/1967,569.400024,569.400024,569.400024,569.400024,569.400024,0
25/9/1967,572.460022,572.460022,572.460022,572.460022,572.460022,0
26/9/1967,567.390015,567.390015,567.390015,567.390015,567.390015,0
27/9/1967,567.700012,567.700012,567.700012,567.700012,567.700012,0
28/9/1967,568.02002,568.02002,568.02002,568.02002,568.02002,0
29/9/1967,567.919983,567.919983,567.919983,567.919983,567.919983,0
2/10/1967,565.799988,565.799988,565.799988,565.799988,565.799988,0
3/10/1967,567.599976,567.599976,567.599976,567.599976,567.599976,0
4/10/1967,566.859985,566.859985,566.859985,566.859985,566.859985,0
5/10/1967,568.22998,568.22998,568.22998,568.22998,568.22998,0
6/10/1967,571.51001,571.51001,571.51001,571.51001,571.51001,0
9/10/1967,572.669983,572.669983,572.669983,572.669983,572.669983,0
10/10/1967,568.659973,568.659973,568.659973,568.659973,568.659973,0
11/10/1967,566.01001,566.01001,566.01001,566.01001,566.01001,0
12/10/1967,562.52002,562.52002,562.52002,562.52002,562.52002,0
13/10/1967,563.789978,563.789978,563.789978,563.789978,563.789978,0
16/10/1967,559.349976,559.349976,559.349976,559.349976,559.349976,0
17/10/1967,558.289978,558.289978,558.289978,558.289978,558.289978,0
18/10/1967,559.669983,559.669983,559.669983,559.669983,559.669983,0
19/10/1967,560.299988,560.299988,560.299988,560.299988,560.299988,0
20/10/1967,559.669983,559.669983,559.669983,559.669983,559.669983,0
23/10/1967,557.23999,557.23999,557.23999,557.23999,557.23999,0
24/10/1967,554.169983,554.169983,554.169983,554.169983,554.169983,0
25/10/1967,554.909973,554.909973,554.909973,554.909973,554.909973,0
26/10/1967,557.340027,557.340027,557.340027,557.340027,557.340027,0
27/10/1967,557.450012,557.450012,557.450012,557.450012,557.450012,0
30/10/1967,556.5,556.5,556.5,556.5,556.5,0
31/10/1967,551.210022,551.210022,551.210022,551.210022,551.210022,0
1/11/1967,544.22998,544.22998,544.22998,544.22998,544.22998,0
2/11/1967,541.799988,541.799988,541.799988,541.799988,541.799988,0
3/11/1967,538.840027,538.840027,538.840027,538.840027,538.840027,0
6/11/1967,536.929993,536.929993,536.929993,536.929993,536.929993,0
8/11/1967,535.030029,535.030029,535.030029,535.030029,535.030029,0
9/11/1967,537.25,537.25,537.25,537.25,537.25,0
10/11/1967,540.530029,540.530029,540.530029,540.530029,540.530029,0
13/11/1967,538.940002,538.940002,538.940002,538.940002,538.940002,0
14/11/1967,535.030029,535.030029,535.030029,535.030029,535.030029,0
15/11/1967,537.25,537.25,537.25,537.25,537.25,0
16/11/1967,542.429993,542.429993,542.429993,542.429993,542.429993,0
17/11/1967,544.22998,544.22998,544.22998,544.22998,544.22998,0
20/11/1967,536.929993,536.929993,536.929993,536.929993,536.929993,0
21/11/1967,545.919983,545.919983,545.919983,545.919983,545.919983,0
22/11/1967,549.409973,549.409973,549.409973,549.409973,549.409973,0
24/11/1967,550.890015,550.890015,550.890015,550.890015,550.890015,0
27/11/1967,552.580017,552.580017,552.580017,552.580017,552.580017,0
28/11/1967,554.799988,554.799988,554.799988,554.799988,554.799988,0
29/11/1967,555.119995,555.119995,555.119995,555.119995,555.119995,0
30/11/1967,552.580017,552.580017,552.580017,552.580017,552.580017,0
1/12/1967,555.330017,555.330017,555.330017,555.330017,555.330017,0
4/12/1967,558.929993,558.929993,558.929993,558.929993,558.929993,0
5/12/1967,559.460022,559.460022,559.460022,559.460022,559.460022,0
6/12/1967,561.570007,561.570007,561.570007,561.570007,561.570007,0
7/12/1967,561.150024,561.150024,561.150024,561.150024,561.150024,0
8/12/1967,560.619995,560.619995,560.619995,560.619995,560.619995,0
11/12/1967,559.559998,559.559998,559.559998,559.559998,559.559998,0
12/12/1967,559.23999,559.23999,559.23999,559.23999,559.23999,0
13/12/1967,561.359985,561.359985,561.359985,561.359985,561.359985,0
14/12/1967,562.309998,562.309998,562.309998,562.309998,562.309998,0
15/12/1967,559.23999,559.23999,559.23999,559.23999,559.23999,0
18/12/1967,557.76001,557.76001,557.76001,557.76001,557.76001,0
19/12/1967,557.340027,557.340027,557.340027,557.340027,557.340027,0
20/12/1967,560.409973,560.409973,560.409973,560.409973,560.409973,0
21/12/1967,561.890015,561.890015,561.890015,561.890015,561.890015,0
22/12/1967,561.039978,561.039978,561.039978,561.039978,561.039978,0
26/12/1967,561.890015,561.890015,561.890015,561.890015,561.890015,0
27/12/1967,565.799988,565.799988,565.799988,565.799988,565.799988,0
28/12/1967,565.690002,565.690002,565.690002,565.690002,565.690002,0
29/12/1967,569.179993,569.179993,569.179993,569.179993,569.179993,0
2/1/1968,567.599976,567.599976,567.599976,567.599976,567.599976,0
3/1/1968,564.640015,564.640015,564.640015,564.640015,564.640015,0
4/1/1968,563.049988,563.049988,563.049988,563.049988,563.049988,0
5/1/1968,566.429993,566.429993,566.429993,566.429993,566.429993,0
8/1/1968,570.559998,570.559998,570.559998,570.559998,570.559998,0
9/1/1968,569.919983,569.919983,569.919983,569.919983,569.919983,0
10/1/1968,570.450012,570.450012,570.450012,570.450012,570.450012,0
11/1/1968,571.719971,571.719971,571.719971,571.719971,571.719971,0
12/1/1968,572.780029,572.780029,572.780029,572.780029,572.780029,0
15/1/1968,571.719971,571.719971,571.719971,571.719971,571.719971,0
16/1/1968,568.340027,568.340027,568.340027,568.340027,568.340027,0
17/1/1968,567.809998,567.809998,567.809998,567.809998,567.809998,0
18/1/1968,567.599976,567.599976,567.599976,567.599976,567.599976,0
19/1/1968,565.690002,565.690002,565.690002,565.690002,565.690002,0
22/1/1968,558.080017,558.080017,558.080017,558.080017,558.080017,0
23/1/1968,555.440002,555.440002,555.440002,555.440002,555.440002,0
24/1/1968,553.109985,553.109985,553.109985,553.109985,553.109985,0
25/1/1968,553.530029,553.530029,553.530029,553.530029,553.530029,0
26/1/1968,554.590027,554.590027,554.590027,554.590027,554.590027,0
29/1/1968,553.75,553.75,553.75,553.75,553.75,0
30/1/1968,550.679993,550.679993,550.679993,550.679993,550.679993,0
31/1/1968,546.23999,546.23999,546.23999,546.23999,546.23999,0
1/2/1968,547.929993,547.929993,547.929993,547.929993,547.929993,0
2/2/1968,546.340027,546.340027,546.340027,546.340027,546.340027,0
5/2/1968,543.700012,543.700012,543.700012,543.700012,543.700012,0
6/2/1968,543.909973,543.909973,543.909973,543.909973,543.909973,0
7/2/1968,544.76001,544.76001,544.76001,544.76001,544.76001,0
8/2/1968,537.460022,537.460022,537.460022,537.460022,537.460022,0
9/2/1968,531.01001,531.01001,531.01001,531.01001,531.01001,0
13/2/1968,525.72998,525.72998,525.72998,525.72998,525.72998,0
14/2/1968,532.070007,532.070007,532.070007,532.070007,532.070007,0
15/2/1968,533.130005,533.130005,533.130005,533.130005,533.130005,0
16/2/1968,530.909973,530.909973,530.909973,530.909973,530.909973,0
19/2/1968,532.700012,532.700012,532.700012,532.700012,532.700012,0
20/2/1968,535.880005,535.880005,535.880005,535.880005,535.880005,0
21/2/1968,538.309998,538.309998,538.309998,538.309998,538.309998,0
23/2/1968,535.880005,535.880005,535.880005,535.880005,535.880005,0
26/2/1968,531.539978,531.539978,531.539978,531.539978,531.539978,0
27/2/1968,533.440002,533.440002,533.440002,533.440002,533.440002,0
28/2/1968,530.799988,530.799988,530.799988,530.799988,530.799988,0
29/2/1968,526.25,526.25,526.25,526.25,526.25,0
1/3/1968,524.25,524.25,524.25,524.25,524.25,0
4/3/1968,516.630005,516.630005,516.630005,516.630005,516.630005,0
5/3/1968,514.940002,514.940002,514.940002,514.940002,514.940002,0
6/3/1968,523.929993,523.929993,523.929993,523.929993,523.929993,0
7/3/1968,523.080017,523.080017,523.080017,523.080017,523.080017,0
8/3/1968,522.659973,522.659973,522.659973,522.659973,522.659973,0
11/3/1968,529.429993,529.429993,529.429993,529.429993,529.429993,0
12/3/1968,530.380005,530.380005,530.380005,530.380005,530.380005,0
13/3/1968,529.530029,529.530029,529.530029,529.530029,529.530029,0
14/3/1968,518.849976,518.849976,518.849976,518.849976,518.849976,0
15/3/1968,523.080017,523.080017,523.080017,523.080017,523.080017,0
18/3/1968,526.150024,526.150024,526.150024,526.150024,526.150024,0
19/3/1968,522.869995,522.869995,522.869995,522.869995,522.869995,0
20/3/1968,522.549988,522.549988,522.549988,522.549988,522.549988,0
21/3/1968,518.539978,518.539978,518.539978,518.539978,518.539978,0
22/3/1968,518.640015,518.640015,518.640015,518.640015,518.640015,0
25/3/1968,518.01001,518.01001,518.01001,518.01001,518.01001,0
26/3/1968,521.599976,521.599976,521.599976,521.599976,521.599976,0
27/3/1968,526.039978,526.039978,526.039978,526.039978,526.039978,0
28/3/1968,525.619995,525.619995,525.619995,525.619995,525.619995,0
29/3/1968,529.219971,529.219971,529.219971,529.219971,529.219971,0
1/4/1968,542.119995,542.119995,542.119995,542.119995,542.119995,0
2/4/1968,543.280029,543.280029,543.280029,543.280029,543.280029,0
3/4/1968,548.140015,548.140015,548.140015,548.140015,548.140015,0
4/4/1968,550.570007,550.570007,550.570007,550.570007,550.570007,0
5/4/1968,547.609985,547.609985,547.609985,547.609985,547.609985,0
8/4/1968,557.340027,557.340027,557.340027,557.340027,557.340027,0
10/4/1968,561.570007,561.570007,561.570007,561.570007,561.570007,0
11/4/1968,566.75,566.75,566.75,566.75,566.75,0
15/4/1968,567.700012,567.700012,567.700012,567.700012,567.700012,0
16/4/1968,568.22998,568.22998,568.22998,568.22998,568.22998,0
17/4/1968,569.919983,569.919983,569.919983,569.919983,569.919983,0
18/4/1968,571.619995,571.619995,571.619995,571.619995,571.619995,0
19/4/1968,564.530029,564.530029,564.530029,564.530029,564.530029,0
22/4/1968,561.679993,561.679993,561.679993,561.679993,561.679993,0
23/4/1968,568.549988,568.549988,568.549988,568.549988,568.549988,0
24/4/1968,570.140015,570.140015,570.140015,570.140015,570.140015,0
25/4/1968,571.830017,571.830017,571.830017,571.830017,571.830017,0
26/4/1968,573.72998,573.72998,573.72998,573.72998,573.72998,0
29/4/1968,575.320007,575.320007,575.320007,575.320007,575.320007,0
30/4/1968,576.159973,576.159973,576.159973,576.159973,576.159973,0
1/5/1968,578.070007,578.070007,578.070007,578.070007,578.070007,0
2/5/1968,581.869995,581.869995,581.869995,581.869995,581.869995,0
3/5/1968,582.190002,582.190002,582.190002,582.190002,582.190002,0
6/5/1968,580.919983,580.919983,580.919983,580.919983,580.919983,0
7/5/1968,584.200012,584.200012,584.200012,584.200012,584.200012,0
8/5/1968,584.619995,584.619995,584.619995,584.619995,584.619995,0
9/5/1968,581.559998,581.559998,581.559998,581.559998,581.559998,0
10/5/1968,583.039978,583.039978,583.039978,583.039978,583.039978,0
13/5/1968,581.659973,581.659973,581.659973,581.659973,581.659973,0
14/5/1968,581.340027,581.340027,581.340027,581.340027,581.340027,0
15/5/1968,581.130005,581.130005,581.130005,581.130005,581.130005,0
16/5/1968,578.48999,578.48999,578.48999,578.48999,578.48999,0
17/5/1968,575,575,575,575,575,0
20/5/1968,572.359985,572.359985,572.359985,572.359985,572.359985,0
21/5/1968,575.419983,575.419983,575.419983,575.419983,575.419983,0
22/5/1968,577.330017,577.330017,577.330017,577.330017,577.330017,0
23/5/1968,576.590027,576.590027,576.590027,576.590027,576.590027,0
24/5/1968,577.640015,577.640015,577.640015,577.640015,577.640015,0
27/5/1968,576.900024,576.900024,576.900024,576.900024,576.900024,0
28/5/1968,580.5,580.5,580.5,580.5,580.5,0
29/5/1968,582.299988,582.299988,582.299988,582.299988,582.299988,0
31/5/1968,586.840027,586.840027,586.840027,586.840027,586.840027,0
3/6/1968,594.140015,594.140015,594.140015,594.140015,594.140015,0
4/6/1968,597.099976,597.099976,597.099976,597.099976,597.099976,0
5/6/1968,594.460022,594.460022,594.460022,594.460022,594.460022,0
6/6/1968,599.73999,599.73999,599.73999,599.73999,599.73999,0
7/6/1968,603.869995,603.869995,603.869995,603.869995,603.869995,0
10/6/1968,604.609985,604.609985,604.609985,604.609985,604.609985,0
11/6/1968,606.090027,606.090027,606.090027,606.090027,606.090027,0
13/6/1968,603.76001,603.76001,603.76001,603.76001,603.76001,0
14/6/1968,602.909973,602.909973,602.909973,602.909973,602.909973,0
17/6/1968,596.460022,596.460022,596.460022,596.460022,596.460022,0
18/6/1968,595.830017,595.830017,595.830017,595.830017,595.830017,0
20/6/1968,599.210022,599.210022,599.210022,599.210022,599.210022,0
21/6/1968,600.27002,600.27002,600.27002,600.27002,600.27002,0
24/6/1968,598.26001,598.26001,598.26001,598.26001,598.26001,0
25/6/1968,596.039978,596.039978,596.039978,596.039978,596.039978,0
27/6/1968,595.090027,595.090027,595.090027,595.090027,595.090027,0
28/6/1968,592.969971,592.969971,592.969971,592.969971,592.969971,0
1/7/1968,591.710022,591.710022,591.710022,591.710022,591.710022,0
2/7/1968,594.140015,594.140015,594.140015,594.140015,594.140015,0
3/7/1968,601.429993,601.429993,601.429993,601.429993,601.429993,0
8/7/1968,607.780029,607.780029,607.780029,607.780029,607.780029,0
9/7/1968,609.150024,609.150024,609.150024,609.150024,609.150024,0
11/7/1968,610,610,610,610,610,0
12/7/1968,609.580017,609.580017,609.580017,609.580017,609.580017,0
15/7/1968,608.619995,608.619995,608.619995,608.619995,608.619995,0
16/7/1968,605.450012,605.450012,605.450012,605.450012,605.450012,0
18/7/1968,603.650024,603.650024,603.650024,603.650024,603.650024,0
19/7/1968,597.840027,597.840027,597.840027,597.840027,597.840027,0
22/7/1968,590.119995,590.119995,590.119995,590.119995,590.119995,0
23/7/1968,588.960022,588.960022,588.960022,588.960022,588.960022,0
25/7/1968,581.340027,581.340027,581.340027,581.340027,581.340027,0
26/7/1968,583.25,583.25,583.25,583.25,583.25,0
29/7/1968,578.48999,578.48999,578.48999,578.48999,578.48999,0
30/7/1968,579.22998,579.22998,579.22998,579.22998,579.22998,0
1/8/1968,576.27002,576.27002,576.27002,576.27002,576.27002,0
2/8/1968,572.880005,572.880005,572.880005,572.880005,572.880005,0
5/8/1968,574.789978,574.789978,574.789978,574.789978,574.789978,0
6/8/1968,577.330017,577.330017,577.330017,577.330017,577.330017,0
8/8/1968,575.950012,575.950012,575.950012,575.950012,575.950012,0
9/8/1968,575.849976,575.849976,575.849976,575.849976,575.849976,0
12/8/1968,581.450012,581.450012,581.450012,581.450012,581.450012,0
13/8/1968,584.090027,584.090027,584.090027,584.090027,584.090027,0
15/8/1968,581.77002,581.77002,581.77002,581.77002,581.77002,0
16/8/1968,585.26001,585.26001,585.26001,585.26001,585.26001,0
19/8/1968,587.26001,587.26001,587.26001,587.26001,587.26001,0
20/8/1968,587.26001,587.26001,587.26001,587.26001,587.26001,0
22/8/1968,585.469971,585.469971,585.469971,585.469971,585.469971,0
23/8/1968,585.679993,585.679993,585.679993,585.679993,585.679993,0
26/8/1968,586.630005,586.630005,586.630005,586.630005,586.630005,0
27/8/1968,585.570007,585.570007,585.570007,585.570007,585.570007,0
29/8/1968,585.150024,585.150024,585.150024,585.150024,585.150024,0
30/8/1968,586.210022,586.210022,586.210022,586.210022,586.210022,0
3/9/1968,588.429993,588.429993,588.429993,588.429993,588.429993,0
4/9/1968,592.130005,592.130005,592.130005,592.130005,592.130005,0
5/9/1968,596.359985,596.359985,596.359985,596.359985,596.359985,0
6/9/1968,598.789978,598.789978,598.789978,598.789978,598.789978,0
9/9/1968,599.419983,599.419983,599.419983,599.419983,599.419983,0
10/9/1968,596.570007,596.570007,596.570007,596.570007,596.570007,0
12/9/1968,595.200012,595.200012,595.200012,595.200012,595.200012,0
13/9/1968,597.419983,597.419983,597.419983,597.419983,597.419983,0
16/9/1968,599.640015,599.640015,599.640015,599.640015,599.640015,0
17/9/1968,601.219971,601.219971,601.219971,601.219971,601.219971,0
19/9/1968,602.280029,602.280029,602.280029,602.280029,602.280029,0
20/9/1968,603.02002,603.02002,603.02002,603.02002,603.02002,0
23/9/1968,606.190002,606.190002,606.190002,606.190002,606.190002,0
24/9/1968,608.409973,608.409973,608.409973,608.409973,608.409973,0
26/9/1968,607.359985,607.359985,607.359985,607.359985,607.359985,0
27/9/1968,607.669983,607.669983,607.669983,607.669983,607.669983,0
30/9/1968,610.099976,610.099976,610.099976,610.099976,610.099976,0
1/10/1968,611.27002,611.27002,611.27002,611.27002,611.27002,0
3/10/1968,613.700012,613.700012,613.700012,613.700012,613.700012,0
4/10/1968,615.710022,615.710022,615.710022,615.710022,615.710022,0
7/10/1968,615.710022,615.710022,615.710022,615.710022,615.710022,0
8/10/1968,615.599976,615.599976,615.599976,615.599976,615.599976,0
10/10/1968,613.059998,613.059998,613.059998,613.059998,613.059998,0
11/10/1968,613.059998,613.059998,613.059998,613.059998,613.059998,0
14/10/1968,614.02002,614.02002,614.02002,614.02002,614.02002,0
15/10/1968,615.390015,615.390015,615.390015,615.390015,615.390015,0
17/10/1968,618.559998,618.559998,618.559998,618.559998,618.559998,0
18/10/1968,622.900024,622.900024,622.900024,622.900024,622.900024,0
21/10/1968,623.73999,623.73999,623.73999,623.73999,623.73999,0
22/10/1968,621.630005,621.630005,621.630005,621.630005,621.630005,0
24/10/1968,618.030029,618.030029,618.030029,618.030029,618.030029,0
25/10/1968,619.940002,619.940002,619.940002,619.940002,619.940002,0
28/10/1968,617.820007,617.820007,617.820007,617.820007,617.820007,0
29/10/1968,614.330017,614.330017,614.330017,614.330017,614.330017,0
31/10/1968,615.070007,615.070007,615.070007,615.070007,615.070007,0
1/11/1968,612.75,612.75,612.75,612.75,612.75,0
4/11/1968,612.960022,612.960022,612.960022,612.960022,612.960022,0
6/11/1968,614.119995,614.119995,614.119995,614.119995,614.119995,0
7/11/1968,615.289978,615.289978,615.289978,615.289978,615.289978,0
8/11/1968,618.25,618.25,618.25,618.25,618.25,0
12/11/1968,623.109985,623.109985,623.109985,623.109985,623.109985,0
13/11/1968,626.599976,626.599976,626.599976,626.599976,626.599976,0
14/11/1968,627.22998,627.22998,627.22998,627.22998,627.22998,0
15/11/1968,630.719971,630.719971,630.719971,630.719971,630.719971,0
18/11/1968,631.669983,631.669983,631.669983,631.669983,631.669983,0
19/11/1968,633.469971,633.469971,633.469971,633.469971,633.469971,0
21/11/1968,632.940002,632.940002,632.940002,632.940002,632.940002,0
22/11/1968,635.380005,635.380005,635.380005,635.380005,635.380005,0
25/11/1968,636.859985,636.859985,636.859985,636.859985,636.859985,0
26/11/1968,641.299988,641.299988,641.299988,641.299988,641.299988,0
27/11/1968,644.049988,644.049988,644.049988,644.049988,644.049988,0
29/11/1968,647.849976,647.849976,647.849976,647.849976,647.849976,0
2/12/1968,646.47998,646.47998,646.47998,646.47998,646.47998,0
3/12/1968,645.950012,645.950012,645.950012,645.950012,645.950012,0
5/12/1968,643.72998,643.72998,643.72998,643.72998,643.72998,0
6/12/1968,645.309998,645.309998,645.309998,645.309998,645.309998,0
9/12/1968,644.049988,644.049988,644.049988,644.049988,644.049988,0
10/12/1968,642.98999,642.98999,642.98999,642.98999,642.98999,0
12/12/1968,642.669983,642.669983,642.669983,642.669983,642.669983,0
13/12/1968,644.570007,644.570007,644.570007,644.570007,644.570007,0
16/12/1968,642.039978,642.039978,642.039978,642.039978,642.039978,0
17/12/1968,639.289978,639.289978,639.289978,639.289978,639.289978,0
19/12/1968,640.869995,640.869995,640.869995,640.869995,640.869995,0
20/12/1968,637.599976,637.599976,637.599976,637.599976,637.599976,0
23/12/1968,630.929993,630.929993,630.929993,630.929993,630.929993,0
24/12/1968,629.880005,629.880005,629.880005,629.880005,629.880005,0
26/12/1968,630.619995,630.619995,630.619995,630.619995,630.619995,0
27/12/1968,628.289978,628.289978,628.289978,628.289978,628.289978,0
30/12/1968,622.159973,622.159973,622.159973,622.159973,622.159973,0
31/12/1968,622.789978,622.789978,622.789978,622.789978,622.789978,0
2/1/1969,623.219971,623.219971,623.219971,623.219971,623.219971,0
3/1/1969,623.320007,623.320007,623.320007,623.320007,623.320007,0
6/1/1969,614.119995,614.119995,614.119995,614.119995,614.119995,0
7/1/1969,606.400024,606.400024,606.400024,606.400024,606.400024,0
8/1/1969,603.440002,603.440002,603.440002,603.440002,603.440002,0
9/1/1969,605.869995,605.869995,605.869995,605.869995,605.869995,0
10/1/1969,604.179993,604.179993,604.179993,604.179993,604.179993,0
13/1/1969,600.27002,600.27002,600.27002,600.27002,600.27002,0
14/1/1969,604.5,604.5,604.5,604.5,604.5,0
15/1/1969,607.98999,607.98999,607.98999,607.98999,607.98999,0
16/1/1969,611.27002,611.27002,611.27002,611.27002,611.27002,0
17/1/1969,610.73999,610.73999,610.73999,610.73999,610.73999,0
20/1/1969,609.359985,609.359985,609.359985,609.359985,609.359985,0
21/1/1969,608.840027,608.840027,608.840027,608.840027,608.840027,0
22/1/1969,611.27002,611.27002,611.27002,611.27002,611.27002,0
23/1/1969,614.440002,614.440002,614.440002,614.440002,614.440002,0
24/1/1969,614.330017,614.330017,614.330017,614.330017,614.330017,0
27/1/1969,614.330017,614.330017,614.330017,614.330017,614.330017,0
28/1/1969,614.330017,614.330017,614.330017,614.330017,614.330017,0
29/1/1969,614.76001,614.76001,614.76001,614.76001,614.76001,0
30/1/1969,614.969971,614.969971,614.969971,614.969971,614.969971,0
31/1/1969,617.289978,617.289978,617.289978,617.289978,617.289978,0
3/2/1969,616.450012,616.450012,616.450012,616.450012,616.450012,0
4/2/1969,616.549988,616.549988,616.549988,616.549988,616.549988,0
5/2/1969,617.719971,617.719971,617.719971,617.719971,617.719971,0
6/2/1969,619.619995,619.619995,619.619995,619.619995,619.619995,0
7/2/1969,620.039978,620.039978,620.039978,620.039978,620.039978,0
11/2/1969,620.679993,620.679993,620.679993,620.679993,620.679993,0
12/2/1969,620.469971,620.469971,620.469971,620.469971,620.469971,0
13/2/1969,620.679993,620.679993,620.679993,620.679993,620.679993,0
14/2/1969,620.039978,620.039978,620.039978,620.039978,620.039978,0
17/2/1969,612.539978,612.539978,612.539978,612.539978,612.539978,0
18/2/1969,605.659973,605.659973,605.659973,605.659973,605.659973,0
19/2/1969,600.909973,600.909973,600.909973,600.909973,600.909973,0
20/2/1969,595.409973,595.409973,595.409973,595.409973,595.409973,0
24/2/1969,587.789978,587.789978,587.789978,587.789978,587.789978,0
25/2/1969,583.559998,583.559998,583.559998,583.559998,583.559998,0
26/2/1969,586.210022,586.210022,586.210022,586.210022,586.210022,0
27/2/1969,583.780029,583.780029,583.780029,583.780029,583.780029,0
28/2/1969,583.559998,583.559998,583.559998,583.559998,583.559998,0
3/3/1969,584.52002,584.52002,584.52002,584.52002,584.52002,0
4/3/1969,590.22998,590.22998,590.22998,590.22998,590.22998,0
5/3/1969,592.22998,592.22998,592.22998,592.22998,592.22998,0
6/3/1969,585.679993,585.679993,585.679993,585.679993,585.679993,0
7/3/1969,585.039978,585.039978,585.039978,585.039978,585.039978,0
10/3/1969,586.950012,586.950012,586.950012,586.950012,586.950012,0
11/3/1969,589.169983,589.169983,589.169983,589.169983,589.169983,0
12/3/1969,587.580017,587.580017,587.580017,587.580017,587.580017,0
13/3/1969,583.460022,583.460022,583.460022,583.460022,583.460022,0
14/3/1969,580.820007,580.820007,580.820007,580.820007,580.820007,0
17/3/1969,582.190002,582.190002,582.190002,582.190002,582.190002,0
18/3/1969,583.880005,583.880005,583.880005,583.880005,583.880005,0
19/3/1969,588.109985,588.109985,588.109985,588.109985,588.109985,0
20/3/1969,591.919983,591.919983,591.919983,591.919983,591.919983,0
21/3/1969,590.75,590.75,590.75,590.75,590.75,0
24/3/1969,589.799988,589.799988,589.799988,589.799988,589.799988,0
25/3/1969,590.440002,590.440002,590.440002,590.440002,590.440002,0
26/3/1969,594.349976,594.349976,594.349976,594.349976,594.349976,0
27/3/1969,598.679993,598.679993,598.679993,598.679993,598.679993,0
28/3/1969,601.119995,601.119995,601.119995,601.119995,601.119995,0
1/4/1969,600.27002,600.27002,600.27002,600.27002,600.27002,0
2/4/1969,596.25,596.25,596.25,596.25,596.25,0
3/4/1969,595.940002,595.940002,595.940002,595.940002,595.940002,0
7/4/1969,590.969971,590.969971,590.969971,590.969971,590.969971,0
8/4/1969,592.450012,592.450012,592.450012,592.450012,592.450012,0
9/4/1969,597.309998,597.309998,597.309998,597.309998,597.309998,0
10/4/1969,600.27002,600.27002,600.27002,600.27002,600.27002,0
11/4/1969,600.799988,600.799988,600.799988,600.799988,600.799988,0
14/4/1969,600.059998,600.059998,600.059998,600.059998,600.059998,0
15/4/1969,599.73999,599.73999,599.73999,599.73999,599.73999,0
16/4/1969,594.559998,594.559998,594.559998,594.559998,594.559998,0
17/4/1969,595.51001,595.51001,595.51001,595.51001,595.51001,0
